thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
48656519,48656519,null,1,0,Wed Feb 07 05:21:00 EST 2018,4955597,"<p>I am trying to access Google Iot core v1beta1 discovery api using the link <a href="https://cloudiot.googleapis.com/" rel="nofollow noreferrer">https://cloudiot.googleapis.com/</a>$discovery/rest?version=v1beta1.	Whenever i try to access it shows </p>		<pre><code>{	  "error": {	    "code": 404,	    "message": "Discovery document not found for API service: cloudiot.googleapis.com format: rest version: v1beta1",	    "status": "NOT_FOUND"	  }	}	</code></pre>		<p>Am i missing something in this.</p>	"
48656519,48672569,48656519,2,1,Wed Feb 07 20:20:00 EST 2018,9080445,"<p>v1beta1 has been deprecated. Please use v1</p>		<p><a href="https://cloudiot.googleapis.com/$discovery/rest?version=v1" rel="nofollow noreferrer">https://cloudiot.googleapis.com/$discovery/rest?version=v1</a></p>	"
