thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45581970,45581970,null,1,0,Wed Aug 09 04:59:00 EDT 2017,1737036,"<p>I have a SNS topic and subscriber set up like so :</p>		<p><a href="https://i.stack.imgur.com/IuXjh.jpg" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/IuXjh.jpg" alt="enter image description here"></a></p>		<p>The subscribers are correctly notified when the Topic is tested via "Publish to Topic" from AWS console</p>		<p>I have a IoT rule like so :</p>		<p><a href="https://i.stack.imgur.com/cY5t4.jpg" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/cY5t4.jpg" alt="enter image description here"></a></p>		<p>I have a policy attached to the rule like so :</p>		<pre><code>{	"Version": "2012-10-17",	"Statement": {	    "Effect": "Allow",	    "Action": "sns:Publish",	    "Resource": "arn:aws:sns:ap-southeast-xxxxxx:MySNSTopic"	}	</code></pre>		<p>}</p>		<p>Yet when I try and test from the MQTT browser client, the notification is not fired</p>		<p><a href="https://i.stack.imgur.com/4H1Cb.jpg" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/4H1Cb.jpg" alt="enter image description here"></a>	What am I missing?</p>	"
45581970,45582364,45581970,2,0,Wed Aug 09 05:34:00 EDT 2017,1737036,"<p>Started working after a few minutes. Guess it needs some time to set up</p>	"
