thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
51847136,51847136,null,1,1,Tue Aug 14 17:47:00 EDT 2018,4607007,"<p>I am building a POC that uses an unlocked cellphone with only SMS capability to send GPS info to a central server. I'd like to use Azure's IoT hub, but I have searched and have not found any info on if you can send SMS INTO IoT hub or how.  </p>	"
51847136,51849552,51847136,2,2,Tue Aug 14 20:47:00 EDT 2018,4148708,"<p>Use a Logic App triggered by a <a href="https://docs.microsoft.com/en-us/azure/connectors/connectors-create-api-twilio" rel="nofollow noreferrer">Twilio SMS number</a>. You then grab the SMS content and send it to IoT Hub. I believe there's a connector for that as well.</p>		<pre><code>    Send SMS	        |	    Twilio triggered Logic App      \	        |                            |	    Get SMS body                     |  Logic App	        |                            |	    Place message into IoT Hub      /	</code></pre>		<p>If there's no IoT Hub connector then call an Azure Function and use that to send to IoT Hub.</p>	"
51847136,90677023,51849552,3,0,Wed Aug 15 16:09:00 EDT 2018,4607007,"OK, I'll try this and report back."
