thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40993836,40993836,null,1,1,Tue Dec 06 11:05:00 EST 2016,3899166,"<p>Does the Azure IoT Hub support the CoAP protocol? I've only found external references like <a href="https://redmondmag.com/articles/2016/02/05/azure-iot-hub-general-availability.aspx" rel="nofollow noreferrer">this one</a> but nothing on their website.</p>	"
40993836,40994416,40993836,2,2,Tue Dec 06 11:35:00 EST 2016,1905283,"<p>Azure IoT Hub natively supports communication over the MQTT, AMQP, and HTTP protocols.</p>		<p>more here:	<a href="https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-protocol-gateway" rel="nofollow noreferrer">https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-protocol-gateway</a></p>	"
40993836,41012679,40993836,2,2,Wed Dec 07 08:34:00 EST 2016,6601582,"<p>Like @Rajan Bhayana said, CoAP is not supported by Azure IoT Hub natively.</p>		<p>Maybe you can extend IoT Hub to provide support for CoAP protocol by:</p>		<blockquote>	  <ul>	  <li>Creating a field gateway with the <a href="https://github.com/Azure/azure-iot-gateway-sdk" rel="nofollow noreferrer">Azure IoT Gateway SDK</a> that converts your custom protocol to one of the three protocols understood	  by IoT Hub. </li>	  <li>Customizing the <a href="https://github.com/Azure/azure-iot-protocol-gateway/blob/master/README.md" rel="nofollow noreferrer">Azure IoT protocol gateway</a>, an open source component that runs in the cloud.</li>	  </ul>	</blockquote>	"
