thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
33497123,33497123,null,1,1,Tue Nov 03 10:46:00 EST 2015,1341001,"<p>Installing the <a href="https://visualstudiogallery.msdn.microsoft.com/55b357e1-a533-43ad-82a5-a88ac4b01dec" rel="nofollow noreferrer">Windows IoT Core Project Templates</a> generates an exception when I create a new project on visual Studio 2015, OS Windows 7. </p>		<p>The error message is "this template attempted to load component assembly microsoft.visualstudio.universal.templatewizard"	<a href="https://i.stack.imgur.com/OsCwQ.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/OsCwQ.png" alt="enter image description here"></a></p>	"
33497123,33504546,33497123,2,1,Tue Nov 03 16:41:00 EST 2015,5140175,"<p>The windows IoT templates require the win 10 tools. You can find more information on them here:</p>		<p><a href="https://dev.windows.com/en-us/downloads" rel="nofollow">https://dev.windows.com/en-us/downloads</a></p>	"
33497123,33662817,33497123,2,0,Thu Nov 12 01:12:00 EST 2015,5478795,"<p>Put another way, you need to do this development on a Windows 10 system.</p>	"
33497123,55137417,33662817,3,0,Thu Nov 12 22:01:00 EST 2015,1341001,"thanks, this is how I have read the answer of Michael"
