thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45549829,45549829,null,1,2,Mon Aug 07 14:50:00 EDT 2017,1759494,"<p>I was looking for the AOT implementation at <a href="https://angular.io/guide/aot-compiler" rel="nofollow noreferrer">https://angular.io/guide/aot-compiler</a> and there is good documentation around.</p>		<p>How do we can achieve AOT using IONIC CLI for Mobile browser apps?</p>	"
45549829,78059324,45549829,3,3,Mon Aug 07 14:55:00 EDT 2017,6894075,"As far as I'm aware aot has been the default since beta 11 source: [this blog post](http://blog.ionic.io/announcing-ionic-2-beta-11/)"
45549829,78062224,45549829,3,0,Mon Aug 07 16:07:00 EDT 2017,1759494,"My question is for Mobile Browsers apps, it is not specific to Android(APK) or Ios (IOS) or hybrid apps."
45549829,45550921,45549829,2,2,Mon Aug 07 15:47:00 EDT 2017,7325327,"<p>As said by @0mpurdy it's by default aot compiled, but you can always ensure that it's compiling AOT by using <code>--aot</code> flag when building your app. This flag can be used since <code>app-scripts</code> 0.0.47 version.</p>	"
45549829,78147282,45550921,3,0,Wed Aug 09 14:46:00 EDT 2017,1759494,"@GabrielBarreto, Done!"
45549829,78062209,45550921,3,0,Mon Aug 07 16:07:00 EDT 2017,1759494,"Thank you for the quick response. 	My question is for Mobile Browsers apps, it is not specific to Android (APK) or Ios (IOS) or hybrid."
45549829,78062741,45550921,3,0,Mon Aug 07 16:21:00 EDT 2017,6894075,"@Kanchan [this forum post](https://forum.ionicframework.com/t/aot-compilation-is-not-obvious-for-new-users/87114) suggests that perhaps `npm run build --aot` is what you're looking for"
45549829,78144701,45550921,3,0,Wed Aug 09 13:54:00 EDT 2017,1759494,"Thank you @Gabriel. 		I have found the following command working perfectly for me.		     npm run build --prod --aot"
45549829,78145160,45550921,3,0,Wed Aug 09 14:04:00 EDT 2017,7325327,"@Kanchan you're welcome :D glad it worked. Can you mark my answer as correct? Thanks"
45549829,78064379,45550921,3,0,Mon Aug 07 17:14:00 EDT 2017,7325327,"@Kanchan if you're using the browser platform (`ionic platform add browser`) you can use all flags available in app-scripts. Or as sugested by 0mpurdy do a `npm run build --aot`."
45549829,45592889,45549829,2,1,Wed Aug 09 13:59:00 EDT 2017,1759494,"<p>In case someone needs to do AOT build ionic for mobile browser following command work fine - </p>		<pre><code>npm run build --prod --aot	</code></pre>	"
45549829,48114477,45549829,2,1,Fri Jan 05 13:19:00 EST 2018,8249335,"<p>When <strong>ionic cordova run android --aot</strong> this command is not working follow this things.</p>		<blockquote>	  <p>If you have more then one page remove all page <strong>module.ts</strong> file then remove IonicPage() inside  <strong>.ts</strong> file.</p>	</blockquote>		<p>I hope It may help you. </p>	"
