thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46686131,46686131,null,1,2,Wed Oct 11 10:39:00 EDT 2017,5571200,"<p>When AWSIotMqttManager is connected, i subscribe to shadow topics</p>		<pre><code>mMqttManager.subscribeToTopic("$aws/things/4/shadow/update/delta", AWSIotMqttQos.QOS1, new AWSIotMqttNewMessageCallback() {	        @Override	        public void onMessageArrived(String topic, byte[] data) {	                Log.d("DEBUG", "onMessageArrived: " + topic);	        }	});		mMqttManager.subscribeToTopic("$aws/things/4/shadow/get/accepted", AWSIotMqttQos.QOS1, new AWSIotMqttNewMessageCallback() {	        @Override	        public void onMessageArrived(String topic, byte[] data) {	                Log.d("DEBUG", "onMessageArrived: " + topic);	        }	});	</code></pre>		<p>and then publish an empty message, as <a href="http://docs.aws.amazon.com/iot/latest/developerguide/thing-shadow-mqtt.html#get-pub-sub-topic" rel="nofollow noreferrer">stated in docs</a></p>		<pre><code>mMqttManager.publishString("", "$aws/things/4/shadow/get", AWSIotMqttQos.QOS1);	</code></pre>		<p>I get no callback. </p>		<p>When i remove subscription to delta, i got it. </p>		<p>Why? How to to subscribe on two topics on app start?</p>	"
