thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46680227,46680227,null,1,-1,Wed Oct 11 05:06:00 EDT 2017,8718100,"<p>I am fairly new to the IoT. I have created a thing on Aws and I have created a client .Everything works fine when I test the set up. <br>I am unable to parse the message sent from the client to the Aws IoT.	<br> Any Suggestion would be helpful</p>	"
46680227,46680748,46680227,2,0,Wed Oct 11 05:52:00 EDT 2017,7828093,"<p>You can create a <code>Rule</code> and use <code>SQL statements</code> to parse or filter messages sent by your <code>things</code>.</p>		<p><a href="https://i.stack.imgur.com/1KKRO.jpg" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/1KKRO.jpg" alt="Click here"></a>.</p>		<p><strong>For example:</strong> You can insert those messages into <code>dynamodb</code> or <code>s3</code>, or call a lambda function to process further.</p>		<p>Check this <a href="http://docs.aws.amazon.com/iot/latest/developerguide/iot-rules.html" rel="nofollow noreferrer">link</a> for more information.</p>	"
