thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
37269163,37269163,null,1,1,Tue May 17 06:57:00 EDT 2016,4613127,"<p>I have a problem accessing IOT camera,	I try create simple code that access camera, view live streaming from that camera.	It works on Windows-phone 10 &amp;&amp; Windows 10. 	but I got error when try it on IOT Device, it says 'No devices found'	the camera is like <a href="http://www.xenstreet.com/wp-content/uploads/2014/09/raspberrypi-2.jpg" rel="nofollow">here in this link</a></p>		<blockquote>	  <p>here is the code</p>	</blockquote>		<pre><code>private async Task StartPreviewAsync()	    {	        try	        {	            mediaCapture = new MediaCapture();	            var allVideoDevices = await DeviceInformation.FindAllAsync(DeviceClass.VideoCapture);	            var count = allVideoDevices.Count;		            System.Diagnostics.Debug.WriteLine(count+"Video Capture Device");	            await mediaCapture.InitializeAsync();	            PreviewControl.Source = mediaCapture;	            await mediaCapture.StartPreviewAsync();	        }	        catch (UnauthorizedAccessException)	        {	            // This will be thrown if the user denied access to the camera in privacy settings	            System.Diagnostics.Debug.WriteLine("The app was denied access to the camera");	        }	        catch (Exception)	        {	            System.Diagnostics.Debug.WriteLine("MediaCapture initialization failed.");	        }	    }	    //protected async override void OnNavigatedFrom(NavigationEventArgs e)	    //{	    //    await CleanupCameraAsync();	    //}	    protected async override void OnNavigatedTo(NavigationEventArgs e)	    {	        StartPreviewAsync();		    }	</code></pre>		<p>any suggestion for my problem?</p>	"
37269163,37280545,37269163,2,4,Tue May 17 15:32:00 EDT 2016,6208491,"<p>Windows 10 IoT Edition currently supports limited number of devices which are on <a href="https://developer.microsoft.com/en-us/windows/iot/win10/supportedinterfaces" rel="nofollow">Hardware Compatibility List</a> (see <a href="https://developer.microsoft.com/en-us/windows/iot/win10/supportedinterfaces#Cameras" rel="nofollow">Cameras</a> section). Unfortunately, if you camera is not listed there, you will not be able to use it from your UWP Application. As far as I know, Raspberry Pi native camera is not supported.</p>	"
