thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41098464,41098464,null,1,0,Mon Dec 12 10:13:00 EST 2016,7284340,"<p>I want to store and retrieve output generated from node.js on hadoop based tool. Can you suggest me the procedure for the same (which tool i can use and how i can store node.js output with that tool)?? </p>	"
41098464,46291764,41098464,2,0,Tue Sep 19 04:22:00 EDT 2017,6095508,"<p>I suggest you to check the webHDFS to handle that, if you can give a try on that: <a href="http://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-hdfs/WebHDFS.html" rel="nofollow noreferrer">http://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-hdfs/WebHDFS.html</a></p>		<p>You can do HTTP API requests to Hadoop to post and get data.</p>	"
