thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39373209,39373209,null,1,-1,Wed Sep 07 14:54:00 EDT 2016,4454969,"<p>For the past week, I get error message http 503 when trying to query historical data one for one of my devices. Previously this was working and the application has not been modified. The device has not been changed. The data is correctly supplied (according to dashboard).</p>		<p>Has IBM changed the interface or the service has been disabled? The solution worked for over a month without error. </p>		<p>What can cause historical data in Bluemix Watson IoT Platform to not be accessible?</p>	"
39373209,39373267,39373209,2,0,Wed Sep 07 14:57:00 EDT 2016,4454969,"<p>Earlier this month,  the "built-in" historian feature for Watson-IoT was withdrawn. Please use the last value cache to access the most recent events from a device. </p>		<p>In addition to the last value cache, the old timeseries historian has been replaced by a managed connector from Watson IoT Platform to the IBM Cloudant NoSQL DB service on Bluemix.</p>		<p>See these blog posts for more details:</p>		<p><a href="https://developer.ibm.com/iotplatform/2016/07/27/notice-of-withdrawal-of-the-built-in-historian-component-of-ibm-watson-iot-platform/" rel="nofollow">Notice of withdrawal of the ‘built-in’ Time Series historian component of IBM Watson IoT Platform</a></p>		<p><a href="https://developer.ibm.com/iotplatform/2016/07/25/enhanced-data-storage-capabilities-for-ibm-watson-iot-platform/" rel="nofollow">Enhanced data storage capabilities for IBM Watson IoT Platform</a></p>	"
