thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
35312269,35312269,null,1,0,Wed Feb 10 10:12:00 EST 2016,5907613,"<p>I deployed google chart node in my GIT repository in IBM BlueMix and able to generate graph too. </p>		<p>My problem is I am unable to see node-modules/node-red-contrib-googlechart folder where I can change the googlechart.html or googlechart.js. I want to change these files just to give a nice look and feel to my graphs with some background color as the default color is white </p>		<p>I need to go to my GIT repository through IBM BlueMix => GIT</p>		<p>Any pointers?</p>	"
35312269,35322686,35312269,2,0,Wed Feb 10 18:04:00 EST 2016,504554,"<p>The short answer is you do not edit a running app, you makes the changes, check then into git, then redeploy/restage the app.</p>	"
