thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44548802,44548802,null,1,3,Wed Jun 14 15:22:00 EDT 2017,566608,"<p>I'm trying to use tha AWS Lambda Blueprint iot-button-email. Apparently it does not accept the serial number, even if I'm quite sure it is correct:	<a href="https://i.stack.imgur.com/ft2qQ.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/ft2qQ.png" alt="enter image description here"></a>	This prevent creating the lambda. What am I doing wrong?</p>		<p><strong>workaround</strong></p>		<blockquote>	  <p>By creating an empty lambda ( ie pressing remove ) and then creating a rule	  from the "thing" in the registry it is possible to achieve the desired result as well. Maybe the problem was my thing already be registered?</p>	</blockquote>	"
44548802,44651938,44548802,2,-1,Tue Jun 20 11:33:00 EDT 2017,8188257,"<p>As of today, that bug has been fixed by Amazon!	Configuration should now work fine.</p>		<p>There is a post in the amazon forum:	<a href="https://forums.aws.amazon.com/thread.jspa?threadID=257887" rel="nofollow noreferrer">https://forums.aws.amazon.com/thread.jspa?threadID=257887</a>	Where ist says, it was a technical problem, which is now fixed.</p>	"
