thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
58224019,58224019,null,1,0,Thu Oct 03 17:17:00 EDT 2019,354204,"<p>When executing the WriteCSV component in the <a href="https://www.gravio.com" rel="nofollow noreferrer">gravio.com</a> platform, I am getting the </p>		<blockquote>	  <p>Exception WriteCSV: No output specified! </p>	</blockquote>		<p>error. What could possibly be wrong?</p>	"
58224019,58224084,58224019,2,0,Thu Oct 03 17:22:00 EDT 2019,354204,"<p>You need to ensure that you have carried the variables over using the Transponse icon:</p>		<p><a href="https://i.stack.imgur.com/ua2bY.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/ua2bY.png" alt="enter image description here"></a></p>		<p>This is how it looks correctly:</p>		<p><a href="https://i.stack.imgur.com/6aenp.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/6aenp.png" alt="enter image description here"></a></p>	"
