thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
37953269,37953269,null,1,0,Tue Jun 21 19:43:00 EDT 2016,6495940,"<p>How do I set the TAGs of a device in the IoT Hub Device Management API's There doesnt seem to be a specific method for this</p>	"
37953269,37967558,37953269,2,1,Wed Jun 22 12:07:00 EDT 2016,1662124,"<p>The (C#) sample in the SDK shows how to do this. You have to pick the correct branch for this to be included. </p>		<p>Here's the link:<a href="https://github.com/Azure/azure-iot-sdks/tree/dmpreview" rel="nofollow">https://github.com/Azure/azure-iot-sdks/tree/dmpreview</a></p>		<p>It deserializes a device object using this JSON: 	 {	      "deviceId": "Device11-7ce4a850",	      "serviceProperties": {	        "properties": {	          "CustomerId": "123456",	          "ServiceBy": "Contoso",	          "Weight": 1000,	          "QoS": 10	        },	        "tags": [ "milk", "cookies", "sausage", "bacon" ]	      }</p>		<p>and then passes it to the Registery Manager:</p>		<p>registryManager.AddDeviceAsync(device);</p>	"
37953269,75903816,37967558,3,0,Fri Jun 09 09:09:00 EDT 2017,3249900,"this URL doesn't work anymore, "All SDKs have now been moved in their own repositories". The new one for .NET is https://github.com/azure/azure-iot-sdk-csharp but I can't find references to the twin tags"
