thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46016282,46016282,null,1,-1,Sat Sep 02 17:16:00 EDT 2017,2883655,"<p>My lambda function is called with by an IoT rule (MQTT message in JSON).  I am simply trying to log the values, and the top level dot fields work fine, but nested objects in the JSON are seen as "undefined".  I tried to JSON.stringify these with no success.  Any ideas?</p>		<pre><code>'use strict';	console.log('Loading function');	exports.handler = (event, context, callback) =&gt; {	  console.log('Received event:', JSON.stringify(event, null, 2)); // Complete message	  console.log('Received event.ApiVersion:',event.ApiVersion);	  console.log('Received event.CollectionID:',event.CollectionId);	  console.log('Received event.TagData.Time:',event.TagData.Time); //undefined		  var TimeObj = {}; 	  TimeObj = event.TagData.Time;	  console.log('Received event TimeObj:',TimeObj); //undefined	};	</code></pre>		<p>Here are the cloud watch logs / results:</p>		<pre><code>Loading function	Received event:	{	 "FormatId": "TagValues",	 "ApiVersion": 1,	 "CollectionId": 2,	 "TagData": [	     {	         "Time": "2017-09-02T11:06:35.917000+02:00",	         "Values": {	             "var1": 16777216,	             "var2": 7534	         }	     }	 ]	}	Received event.ApiVersion: 1	Received event.CollectionID: 2	Received event.TagData.Time: undefined	Received event TimeObj: undefined	</code></pre>	"
46016282,46016353,46016282,2,1,Sat Sep 02 17:23:00 EDT 2017,1550807,"<p><code>TagData</code> is an array and not an object, so <code>TagData.Time</code> returns <code>undefined</code>.</p>		<p>Change</p>		<pre><code>event.TagData.Time;	</code></pre>		<p>To</p>		<pre><code>event.TagData[0].Time;	</code></pre>	"
46016282,78992754,46016353,3,0,Sat Sep 02 17:38:00 EDT 2017,2883655,"Thank you!  That works."
