thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44696181,44696181,null,1,0,Thu Jun 22 10:01:00 EDT 2017,8165508,"<p>I am trying to connect my TI <strong>sensortag CC2650</strong> with <strong>Azure IoT</strong> instead on the registered <strong>Watson IoT</strong> with reference to the following link:	<a href="https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-iot-edge-physical-device" rel="nofollow noreferrer">https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-iot-edge-physical-device</a></p>		<p>I'm receiving the following error while running the gateway json config file:</p>		<blockquote>	  <p><strong>pi@raspberrypi:~/iot-edge $ ./build/samples/ble_gateway/ble_gateway ./samples/ble_gateway/src/gateway_sample.json Gateway is running.	  Error: Time:Thu Jun 22 15:13:37 2017	  File:/home/pi/iot-edge/modules/ble/src/ble_gatt_io_linux_read.c	  Func:BLEIO_gatt_read_char_by_uuid Line:151 g_tree_lookup() failed.	  Error: Time:Thu Jun 22 15:13:37 2017	  File:/home/pi/iot-edge/modules/ble/src/bleio_seq_linux_schedule_read.c	  Func:schedule_read Line:114 BLEIO_gatt_read_char_by_uuid failed with	  149. Error: Time:Thu Jun 22 15:13:37 2017 File:/home/pi/iot-edge/modules/ble/src/bleio_seq_linux.c	  Func:BLEIO_Seq_Run Line:342 An error occurred while scheduling an	  instruction of type 0 for characteristic	  00002A24-0000-1000-8000-00805F9B34FB Error: Time:Thu Jun 22 15:13:37	  2017 File:/home/pi/iot-edge/modules/ble/src/ble.c	  Func:on_connect_complete Line:543 BLEIO_Seq_Run failed</strong></p>	</blockquote>		<p>I tried few approaches like running the <strong>bluetoothctl</strong> command and then <strong>list-attributes</strong> but it's still not working.	Please help me out. Thanks in advance.</p>	"
44696181,76532781,44696181,3,0,Tue Jun 27 09:00:00 EDT 2017,8165508,"No. I'm not receiving any GATT characteristics list after running list-attributes command."
44696181,76532869,44696181,3,0,Tue Jun 27 09:03:00 EDT 2017,6601582,"You can do [these instructions](https://github.com/Azure/iot-edge/issues/90#issuecomment-290966771)."
44696181,76533416,44696181,3,0,Tue Jun 27 09:17:00 EDT 2017,8165508,"I tried doing that. It's getting connected to my sensortag but it's not listing any attributes. According to the post, it means that my BLE environment is broken. So do I have to install blueZ again from starting?"
44696181,76534032,44696181,3,0,Tue Jun 27 09:32:00 EDT 2017,6601582,"Have you test your TI sensortag CC2650 device from other device or platform? Can you connect it successfully and read data?"
44696181,76534213,44696181,3,0,Tue Jun 27 09:37:00 EDT 2017,8165508,"Yes. I've been working on that sensortag cc2650 for two months successfully. I've been getting regular data in the Watson IoT platform. there's just one small confusion. While configuring the gateway.json file, in the logger module, the filename should be gateway.json or something else?"
44696181,76535213,44696181,3,0,Tue Jun 27 09:59:00 EDT 2017,6601582,"You can use this "build/modules/logger/log-file.log" as `filename`. Path and file name you can modify."
44696181,76535379,44696181,3,0,Tue Jun 27 10:04:00 EDT 2017,8165508,"Tried everything. Not helping. Any more suggestions? sorry for troubling you. please help."
44696181,76407041,44696181,3,0,Fri Jun 23 02:44:00 EDT 2017,6601582,"Can you get GATT characteristics list after running `list-attributes` command?"
44696181,76564938,44696181,3,0,Wed Jun 28 00:59:00 EDT 2017,6601582,"Maybe you can try to do a total refresh install."
44696181,77046661,44696181,3,0,Tue Jul 11 13:46:00 EDT 2017,8165508,"thank you. the problem has been solved."
