thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
49995622,49995622,null,1,1,Tue Apr 24 07:21:00 EDT 2018,8079492,"<p>i'm trying to stop service which is running in my iot device through aws-iot job	for this purpose. i follow this <strong>link</strong> <a href="https://github.com/aws/aws-iot-device-sdk-js" rel="nofollow noreferrer">https://github.com/aws/aws-iot-device-sdk-js</a> to start,stop and restart my service </p>		<p>through this link i can able to reboot my iot device, likewise i  also need to start,stop and restart the service which running in iot device.</p>		<p>service name would look like <strong>soucefileName.service</strong>.</p>		<p>manually i'm starting this service by, <code>sudo systemctl start service</code>. i want to achieve this by job.</p>		<p>i run this code in command line using aws cli <a href="https://docs.aws.amazon.com/cli/latest/reference/iot/create-job.html" rel="nofollow noreferrer">https://docs.aws.amazon.com/cli/latest/reference/iot/create-job.html</a></p>		<pre><code>aws iot create-job --job-id "jobname"  --targets "aws-arn/thingname" --document '{"operation": "stop","packageName": "sourcefilename.service"}'	</code></pre>		<p>i didn't get any error but my service is not stopped.and also not able to understand what is <strong>package name</strong> in above code.</p>		<p>if any one have solution share with me. thanks in advance</p>	"
