thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39316462,39316462,null,1,0,Sun Sep 04 11:33:00 EDT 2016,4477569,"<p>I am trying to convert following curl command to send notification via urllib2</p>		<pre><code>curl -v -S -u devuser:devuser123 -F'notification={"applicationId":"4","schemaId":"14","topicId":"3","type":"USER"};type=application/json' -F'endpointKeyHash=lsXnYUbE31aCgN5NSsbcRMAZTgM=;type=text/plain' -F file={"message" : "Hello world!"} "http://localhost:8080/kaaAdmin/rest/api/sendUnicastNotification" | python -mjson.tool	</code></pre>		<p>and i write this code for send notification</p>		<pre><code>import urllib2, base64	data = 'notification={"applicationId":"4","schemaId":"14","topicId":"3","type":"USER"};type=application/json&amp;endpointKeyHash=xQXJ7OzFX4M6W5tl4sVTuWLTuzc=;type=text/plain&amp;file={"message":"Hello world!"}'		url="http://localhost:8080/kaaAdmin/rest/api/sendUnicastNotification"		request = urllib2.Request(url, data)	#authentication part	base64string = base64.encodestring('%s:%s' % ('devuser', 'devuser123')).replace('\n', '')	request.add_header("Authorization", "Basic %s" % base64string)   	result = urllib2.urlopen(request)	the_page = result.read()	</code></pre>		<p>but when i run this code i encourage the following error</p>		<pre><code>line 527, in http_error_default	raise HTTPError(req.get_full_url(), code, msg, hdrs, fp)	HTTPError: HTTP Error 415: Unsupported Media Type	</code></pre>		<p>problem probably is about send multiple data through urllib2 but how can i send that parameters to kaa server via urllib2?	thank you!</p>	"
39316462,39350230,39316462,2,0,Tue Sep 06 13:27:00 EDT 2016,6800508,"<p>you need to set a content-type header as multipart/form-data for your request. That is why you get the "unsupported media type" error.</p>	"
