thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41570491,41570491,null,1,1,Tue Jan 10 13:52:00 EST 2017,7366236,"<p>I am working on an IoT based project, where I get data from raspberryPi and send it to AWS IoT cloud. </p>		<p>I have created a couple of rules to save data in DynamoDB and send emails on certain conditions. But I am struggling with <strong>how to send an email if the device gets DISCONNECTED</strong>. </p>		<p>Basically I was wondering if there is any way to get the <strong>eventType: disconnected</strong><br>	Screenshot and perform an action upon this event.</p>		<p><a href="https://i.stack.imgur.com/m89Ih.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/m89Ih.png" alt="enter image description here"></a></p>		<p>Any kind of help would be greatly appreciated. </p>		<p>Thank you !</p>	"
41570491,41570785,41570491,2,1,Tue Jan 10 14:07:00 EST 2017,7366236,"<p>I found the solution, basically you have to create a rule that gets executed when the <strong>disconnected</strong>  lifecycle event is triggered. 	<a href="https://i.stack.imgur.com/1vNru.png" rel="nofollow noreferrer">In my case its like this</a></p>		<p>For more reference you can follow this link: 	<a href="http://docs.aws.amazon.com/iot/latest/developerguide/life-cycle-events.html" rel="nofollow noreferrer">http://docs.aws.amazon.com/iot/latest/developerguide/life-cycle-events.html</a></p>	"
41570491,43328030,41570491,2,1,Mon Apr 10 16:07:00 EDT 2017,5765589,"<p>You need to make a rule that periodically attempts to connect with your device and, in the instance of a failure, sends you an email. Your device is not going to send a message as it disconnects because that would require it to know in advance that it was going to disconnect.</p>		<p>Pseudo code:</p>		<pre><code>Run every x amount of time:	    if connectionTest == false	        sendEmail()	</code></pre>		<p>To clarify - <strong>you will not get an event type "disconnected" because if your device is disconnected it will not be able to return an event object.</strong> You will instead get an error which you will have to catch.</p>	"
41570491,73726317,43328030,3,0,Mon Apr 10 19:06:00 EDT 2017,5765589,"@user7366236 Apologies, I had not read your answer. It does make sense that AWS would keep track of connections / disconnections. I'm glad you found a better solution than the one I suggested."
