thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
50861607,50861607,null,1,0,Thu Jun 14 15:59:00 EDT 2018,9942609,"<p>I want to know whether Raspberry Pi 2 support ThingsBoard platform? Can I just follow the steps of installing ThingsBoard for RPi3 and will it work for RPi2 also?</p>	"
50861607,50863523,50861607,2,1,Thu Jun 14 18:10:00 EDT 2018,6591675,"<p>It looks like it is supported. based on this link: <a href="https://thingsboard.io/docs/samples/raspberry/gpio/" rel="nofollow noreferrer">https://thingsboard.io/docs/samples/raspberry/gpio/</a> :</p>		<pre><code>Raspberry Pi - we will use Raspberry Pi 3 Model B but you can use any other model.	</code></pre>		<p>Also, support is mainly related to what protocols are available and supported by the platform: </p>		<pre><code>https://thingsboard.io/docs/reference/protocols/	MQTT	CoAP	HTTP	</code></pre>	"
50861607,56902488,50861607,2,0,Fri Jul 05 11:46:00 EDT 2019,10584971,"<p>We are currently running ThingsBoard gateway in a Raspberry Pi 2 model B, so I can confirm it is fully supported. Installed following the official guide <a href="https://thingsboard.io/docs/iot-gateway/install/rpi/" rel="nofollow noreferrer">here</a>, with Raspbian Stretch Headless as operating system.</p>	"
