thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57080365,57080365,null,1,0,Wed Jul 17 16:20:00 EDT 2019,9501913,"<p>I have a device with some sensors that collect data and the goal is to get those data through a web app API</p>		<p>I start to build a web app with Flask on Python but I am struggling on the authentication part.</p>		<p>The device makes a JSON POST request on the login page:	{	 "username":"string"	 "password":"string"	}</p>		<p>And the web server must return a token as JSON format:	{	 "expire":"string",	 "token":"string"	}</p>		<p>I am new with Flask and API world so I just implementet a basic Flask server without the authenticate part and the token part:</p>		<pre class="lang-py prettyprint-override"><code>	from flask import Flask	app = Flask(__name__)		@app.route("/")	def first_page():	    return "First page"		@app.route("/login")	def login():	    return "login page"	</code></pre>		<p>How can I complete the login function to identify the username and password and deliver a token ?</p>	"
