thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
36213145,36213145,null,1,0,Fri Mar 25 02:31:00 EDT 2016,5840615,"<p>I referred to the document of IBM Watson IoT Map Insights (<a href="https://new-console.ng.bluemix.net/apidocs/123" rel="nofollow">https://new-console.ng.bluemix.net/apidocs/123</a>) and tried to use the queryEvent REST API as follows. But no event information was returned...</p>		<p>-Request-type:GET, url: <a href="https://automotive.internetofthings.ibmcloud.com/mapinsights/eventservice/event/query?tenant_id=xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx" rel="nofollow">https://automotive.internetofthings.ibmcloud.com/mapinsights/eventservice/event/query?tenant_id=xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx</a></p>		<p>-Return body:  []  &lt;--- No event information was returned.</p>	"
36213145,36214119,36213145,2,0,Fri Mar 25 04:41:00 EDT 2016,6112555,"<p>You need to specify the area information (min/max_longitude, min/max_latitude) with the tenant_id to the queryEvents API in order to get the correct result. That is, the area information parameters are mandatory. We will update the document in next release. Thank you.</p>		<p>For example:	Request-type: GET	<a href="https://automotive.internetofthings.ibmcloud.com/mapinsights/eventservice/event/query?tenant_id=xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx&amp;min_logitude=xxx&amp;min_latitude=xxx&amp;max_longitude=xxx&amp;max_latitude=xxxb" rel="nofollow">https://automotive.internetofthings.ibmcloud.com/mapinsights/eventservice/event/query?tenant_id=xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx&amp;min_logitude=xxx&amp;min_latitude=xxx&amp;max_longitude=xxx&amp;max_latitude=xxxb</a></p>	"
