thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
58226554,58226554,null,1,-1,Thu Oct 03 20:37:00 EDT 2019,10724627,"<p>The architecture for the demo of Azure Digital Twins SmartHotel360 IoT runs on Docker/Kubernetes. Why the decision of using containers? one can simply use serverless functions with Azure Functions	<a href="https://github.com/microsoft/SmartHotel360-IoT" rel="nofollow noreferrer">https://github.com/microsoft/SmartHotel360-IoT</a></p>		<p>The Architecture is described here <a href="https://github.com/microsoft/SmartHotel360-IoT" rel="nofollow noreferrer">https://github.com/microsoft/SmartHotel360-IoT</a></p>	"
