thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
30890894,30890894,null,1,5,Wed Jun 17 11:57:00 EDT 2015,4293609,"<p>I am looking for an EnOcean JAVA library that supports the EEP:D2-01-08 or that is well documented for adding a new EEP profil and that also works on both devices the USB 300 and EnOcean PI.</p>		<p>I found:	<a href="https://github.com/aleon-GmbH/aleoncean" rel="noreferrer">https://github.com/aleon-GmbH/aleoncean</a>	but unfortunately it does not support the EnOcean Pi as mentionned in its documentation.</p>		<p>and the:	<a href="https://github.com/dog-gateway/enj-library" rel="noreferrer">https://github.com/dog-gateway/enj-library</a>	that I did not yet tested, any one have tested? or anyone have worked with another library?</p>		<p>Thanks a lot for your help!</p>	"
