thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55593263,55593263,null,1,1,Tue Apr 09 12:46:00 EDT 2019,10899400,"<p>I'm using these provisioning for service and device in my IoT Agent.</p>		<pre><code>{  	   "services":[  	      {  	         "resource":"/iot/d",	         "apikey":"1234",	         "type":"multiSensor"	      }	   ]	}		{  	   "devices":[  	      {  	         "device_id":"myDeviceId",	         "entity_name":"LivingRoomSensor",	         "entity_type":"multiSensor",	         "attributes":[  	            {  	               "name":"a",	               "type":"celsius"	            },	            {  	               "name":"b",	               "type":"degrees"	            }	         ]	      }	   ]	}	</code></pre>		<p>and I noticed that the attribute "type" in services can be also named "entity_type" and it must be equals to "entity_type" of devices. If these attributes are not equals I've this error:</p>		<p>DEVICE_GROUP_NOT_FOUND","message":"Couldn\t find device group","code":404} in get group device </p>		<p>Anyway the IoT Agent works. Can I use only device provisioning in my IoT Agent?</p>	"
55593263,97883602,55593263,3,1,Tue Apr 09 13:03:00 EDT 2019,2143808,"The new APIs use entity_type in the service provisioning"
