thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55584080,55584080,null,1,-1,Tue Apr 09 02:02:00 EDT 2019,8686366,"<p>From Ditto architecture, MongoDB should store all MQTT messages.  Not sure the live messages?  When I go into MongoDB, query collection, can't find anything although I find "things" db has certain size.  Is there anyway to check if mqtt messages have been stored in mongoDB?</p>		<p>Thanks</p>	"
55584080,55586075,55584080,2,1,Tue Apr 09 06:04:00 EDT 2019,5058051,"<p>Live messages are not stored in MongoDB as described in the <a href="https://www.eclipse.org/ditto/protocol-twinlive.html#live" rel="nofollow noreferrer">documentation</a>.	Only <a href="https://www.eclipse.org/ditto/protocol-twinlive.html#twin" rel="nofollow noreferrer">twin commands</a> affect the persisted state of a digital twin / thing in the database.</p>		<p>If you however mean that the payload of your MQTT message is a twin command, that one should change the persisted state of a twin. </p>		<p>If you need to check in the database, check the <code>things_journal</code> prefixed MongoDB collections if the event which resulted from a twin command was persisted (see also the <a href="https://www.eclipse.org/ditto/basic-signals.html#architectural-style" rel="nofollow noreferrer">architectural style</a> docs).</p>	"
