thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56873676,56873676,null,1,0,Wed Jul 03 15:38:00 EDT 2019,9558697,"<p>I need to perform some additional operation when new <strong>thing</strong> created in <strong>AWS IOT</strong> , to accomplish this requirement needed to trigger a <strong>Lambda</strong> function upon new thing creation event.</p>		<p>I followed <a href="https://stackoverflow.com/questions/52865956/aws-lambda-capture-iot-registry-event">AWS lambda capture IoT registry event</a>, but not able to captured the event and also lambda was not triggered when I created a new thing.</p>		<p>Is it required to add any <strong>policies</strong> or <strong>role</strong> to capture the event? Or else any alternate way is there to capture the event?</p>	"
56873676,100307303,56873676,3,0,Thu Jul 04 00:48:00 EDT 2019,4982148,"Hello , you may want to ask your question there: https://iot.stackexchange.com/"
