thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
58164727,58164727,null,1,0,Mon Sep 30 09:10:00 EDT 2019,2514345,"<p>I transmit data using an UDP connection to the program on my server. The data is transmitted by an modem from Quectel BC66. The AT command from terminal is shown below:  </p>		<pre><code>AT+QISEND=0,20,12345678910111213112		OK		SEND OK	</code></pre>		<p>When the data appears on the server instead of showing the data which was sent it shows question marks:</p>		<p><a href="https://i.stack.imgur.com/NeyId.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/NeyId.png" alt="enter image description here"></a></p>		<p>The code of the program is shown below:</p>		<pre><code>class Program	    {	        static void Main(string[] args)	        {	            try	            {	                IPEndPoint ip = new IPEndPoint(IPAddress.Any, 29030);	                UdpClient server = new UdpClient(ip);	                Console.ForegroundColor = ConsoleColor.Green;	                Console.WriteLine("[UDP] [Listenning]");	                while (true)	                {	                    byte[] data = server.Receive(ref ip);	                    string ch = Encoding.Unicode.GetString(data, 0, data.Length);	                    Console.ForegroundColor = ConsoleColor.Green;	                    Console.WriteLine(ch + " " + DateTime.Now.ToString());	                    string serv_msg = "Server received the data";	                    byte[] msg = Encoding.Unicode.GetBytes(serv_msg);	                    server.Send(msg, msg.Length, ip);	                    server.Send(new byte[] { 1 }, 1, ip);	                }	            }	            catch	            {	                Console.WriteLine("Warrning:connection failed");	                Console.ReadKey();	            }	        }	    }	}	</code></pre>		<p>Do you have any suggestion on how to show the sent data identical on the server program?</p>	"
58164727,58164781,58164727,2,0,Mon Sep 30 09:13:00 EDT 2019,11869748,"<p>It seems like your terminal application does not support the Unicode characters you are trying to show.</p>		<p>Try changing your settings to allow unicode characters or switch to another terminal emulator like <a href="https://conemu.github.io/en/UnicodeSupport.html" rel="nofollow noreferrer">ConEmu</a>.</p>		<p>Hope this helps!</p>	"
