thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
49544478,49544478,null,1,0,Wed Mar 28 21:29:00 EDT 2018,287436,"<p>I have a simple device (<a href="https://www.nordicsemi.com/eng/Products/Nordic-Thingy-52" rel="nofollow noreferrer">Nordic Thingy 52</a>) with a push button which can trigger the <a href="https://ifttt.com/maker_webhooks" rel="nofollow noreferrer">Maker Webhooks</a> service in order to pass an event (<code>button_press</code>), which I am currently using to then trigger the Smart Life service's "Turn Off" or "Turn On" action. </p>		<p>The problem is that, since I can only pass the one event (<code>button_press</code>), I have to choose whether that event triggers either "Turn Off" or "Turn On". But what I want is to add some logic to say, "If the previous request was to turn off the Smart Life device, make the next one turn on the smart life device."</p>		<p>Wasn't sure how to do this. An AWS Lambda function? Chaining some other preexisting service? A filter that utilizes local storage or somehow handles state logic?</p>		<p>Any pointers for where to start searching would be appreciated.</p>		<p><a href="https://i.stack.imgur.com/YtZnZ.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/YtZnZ.png" alt="enter image description here"></a></p>	"
49544478,49844818,49544478,2,1,Sun Apr 15 17:28:00 EDT 2018,287436,"<p>I figured out a way to do this with a service called <a href="http://www.apilio.io/" rel="nofollow noreferrer">apilio</a>. </p>		<p>Process:</p>		<p>Head to apilio.io and register for an account.</p>		<ul>	<li>Enter your IFTTT token in your user profile page. </li>	<li>Go to Boolean Variables and enter a variable called <code>bln_light_on</code>. Set its default value to <code>false</code></li>	<li>Go to <code>Conditons &gt; New Condition for Boolean</code>. Call it <code>cnd_light_on</code>. </li>	<li>Under variable select <code>bln_light_on</code> with a required state of <code>True</code>.</li>	<li>Under <code>name</code> create a name of <code>lgc_light_on</code> with conditon <code>cnd_light_on</code>, with Condition Linking set to <code>Simple AND</code></li>	<li>Under <code>Action Chains &gt; Actions for Positive Result</code> enter <code>button_on</code></li>	<li>Under Action Chains > Actions for Negative Result enter button_off</li>	<li>Under <code>Execution Mode</code> select <code>Immediate</code>. Under <code>Advanced Options &gt; Automatic Evaluation</code> select <code>Evaluate this logicblock when any connected variable changes</code>.	Now, in IFTTT, create a <code>New Applet &gt; Web Hooks &gt; If maker Event "button_press"</code>, then > <code>Web Hooks &gt; make a web request</code>	In the URL field you’ll enter the Toggle URL from the <code>bln_light_on</code> Boolean Variable you set up in Apilio. You can see this by clicking <code>Boolean Variables &gt; bln_light_on &gt; show</code> from the menu. 	Lastly, in the Nordic Thingy Web App, send the event <code>button_press</code></li>	</ul>	"
