thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54532954,54532954,null,1,0,Tue Feb 05 11:02:00 EST 2019,6324114,"<p>I want to set up the just-in-time-registration atIoT core at Amazon AWS with help of this tutorial:	<a href="https://aws.amazon.com/de/blogs/iot/just-in-time-registration-of-device-certificates-on-aws-iot/" rel="nofollow noreferrer">https://aws.amazon.com/de/blogs/iot/just-in-time-registration-of-device-certificates-on-aws-iot/</a> 	If the registration succeeds, a mqtt message is pushed to the topic 	$aws/events/certificates/registered/	So to add a device and set the certificate as active, i want to add a rule to trigger a lambda.</p>		<p>I tried to set the rule via aws cli but i get the same error as in the management console.</p>		<pre><code>SELECT * FROM $aws/events/certificates/registered/#	</code></pre>		<p>I get this error: "An error occurred (SqlParseException) when calling the CreateTopicRule operation: Unexpected character '$'" </p>	"
54532954,54536390,54532954,2,1,Tue Feb 05 14:16:00 EST 2019,1373856,"<p>You need to enclose the topic in single quotes:</p>		<pre><code>SELECT * FROM '$aws/events/certificates/registered/#'	</code></pre>	"
54532954,95876680,54536390,3,0,Tue Feb 05 15:22:00 EST 2019,6324114,"Thank you very much!"
