thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44679182,44679182,null,1,1,Wed Jun 21 14:38:00 EDT 2017,7047548,"<p>Hello I'm new with Intel IoT IDE and I've found this project:</p>		<p><a href="https://github.com/intel-iot-devkit/how-to-code-samples/tree/master/alarm-clock/cpp" rel="nofollow noreferrer">https://github.com/intel-iot-devkit/how-to-code-samples/tree/master/alarm-clock/cpp</a></p>		<p>The problem is that I open it as it says in my eclipse IDE but  when building it has an error:</p>		<blockquote>	  <p>../src/src/services/transports/m2x/../../util.h:27:46: fatal error:	  websocketpp/config/asio_client.hpp: No such file or directory</p>	</blockquote>		<p>I've download all websocketpp and I dont know how to solve that error. I've tried adding it to build etc. </p>		<p>I don't know if the workspace must be in a special folder or what...</p>		<p>Anyone can help?	(Using Intel Edison on WINDOWS)</p>		<p>Thanks!</p>	"
