thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53486127,53486127,null,1,0,Mon Nov 26 17:22:00 EST 2018,5542616,"<p>I am trying to install Standalone Kaa node server I have installed all dependencies i.e., MariaDB, MongoDB, zookeeper all thirdparty components are running as services and  can be seen with <code>systemctl status &lt;serviceNames&gt;</code>. But when I start Kaa service node starts and gets <strong>shutdown</strong> there are no errors But I am getting few exceptions from Kaa server Applets attached Log was obtained by this command <em><code>cat *</code></em>  at path <em><code>/var/log/kaa/</code></em> </p>		<pre><code>349 2018-11-26 22:25:06,626 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/eventClassFamily/{eventClassFamilyId}],methods=[GET]}" onto public org.kaaproject.kaa.common.dto.event.EventClassFamilyDto org.kaaproject.kaa.server.admin.controller.EventController.getEventClassFamily(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   350  2018-11-26 22:25:06,626 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/eventClassFamilyVersions/{eventClassFamilyId}],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.EventClassFamilyVersionDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getEventClassFamilyVersions(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   351  2018-11-26 22:25:06,627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/addEventClassFamilyVersion],methods=[POST],consumes=[multipart/mixed || multipart/form-data]}" onto public void org.kaaproject.kaa.server.admin.controller.EventController.addEventClassFamilyVersion(java.lang.String,org.kaaproject.kaa.common.dto.event.EventClassFamilyVersionDto) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   352  2018-11-26 22:25:06,627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/eventClasses],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.EventClassDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getEventClassesByFamilyIdVersionAndType(java.lang.String,int,org.kaaproject.kaa.common.dto.event.EventClassType) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   353  2018-11-26 22:25:06,628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/applicationEventMap],methods=[POST]}" onto public org.kaaproject.kaa.common.dto.event.ApplicationEventFamilyMapDto org.kaaproject.kaa.server.admin.controller.EventController.editApplicationEventFamilyMap(org.kaaproject.kaa.common.dto.event.ApplicationEventFamilyMapDto) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   354  2018-11-26 22:25:06,628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/applicationEventMap/{applicationEventFamilyMapId}],methods=[GET]}" onto public org.kaaproject.kaa.common.dto.event.ApplicationEventFamilyMapDto org.kaaproject.kaa.server.admin.controller.EventController.getApplicationEventFamilyMap(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   355  2018-11-26 22:25:06,628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/eventClassFamilies],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.EventClassFamilyDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getEventClassFamilies() throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   356  2018-11-26 22:25:06,629 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/applicationEventMaps/{applicationToken}],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.ApplicationEventFamilyMapDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getApplicationEventFamilyMapsByApplicationToken(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   357  2018-11-26 22:25:06,629 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/vacantEventClassFamilies/{applicationToken}],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.EcfInfoDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getVacantEventClassFamiliesByApplicationToken(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   358  2018-11-26 22:25:06,630 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/eventClassFamilies/{applicationToken}],methods=[GET]}" onto public java.util.List&lt;org.kaaproject.kaa.common.dto.event.AefMapInfoDto&gt; org.kaaproject.kaa.server.admin.controller.EventController.getEventClassFamiliesByApplicationToken(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   359  2018-11-26 22:25:06,634 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/logRecordSchema],methods=[POST]}" onto public void org.kaaproject.kaa.server.admin.controller.LoggingController.getRecordSchema(org.kaaproject.kaa.common.dto.admin.RecordKey,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   360  2018-11-26 22:25:06,635 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/saveLogSchema],methods=[POST]}" onto public org.kaaproject.kaa.common.dto.logs.LogSchemaDto org.kaaproject.kaa.server.admin.controller.LoggingController.saveLogSchema(org.kaaproject.kaa.common.dto.logs.LogSchemaDto) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   361  2018-11-26 22:25:06,635 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/logSchema/{logSchemaId}],methods=[GET]}" onto public org.kaaproject.kaa.common.dto.logs.LogSchemaDto org.kaaproject.kaa.server.admin.controller.LoggingController.getLogSchema(java.lang.String) throws org.kaaproject.kaa.server.admin.shared.services.KaaAdminServiceException	   362  2018-11-26 22:25:06,635 [main] INF	</code></pre>	"
