thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
37543220,37543220,null,1,0,Tue May 31 10:31:00 EDT 2016,6233672,"<p>I tried sending data from raspberry to aws iot and now i am trying to fetch this data in lambda function. How can we fetch aws iot data in lambda function ?</p>		<p>I tried creating the rule to invoke lambda function but it is just calling a function, it is not sending the data of aws iot to it.</p>	"
37543220,40188860,37543220,2,0,Sat Oct 22 06:01:00 EDT 2016,2939614,"<p>Setting up an AWS IoT rule to invoke Lambda function is correct.</p>		<p>Within the lambda function, you can access the MQTT payload. Example if you are using nodejs, you would do: </p>		<pre><code>exports.handler = function(event, context, callback){	    console.log("variable1: ", event.var1);	}	</code></pre>		<p>Your message payload should be something like	{	"var1": "hello"	}</p>	"
37543220,50265364,37543220,2,0,Thu May 10 04:13:00 EDT 2018,3044186,"<p>In the rule, set the query and filter the data you want into your lambda:</p>		<pre><code>SELECT color AS rgb FROM 'a/b' WHERE temperature &gt; 50	</code></pre>	"
