thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57761288,57761288,null,1,0,Mon Sep 02 18:19:00 EDT 2019,11676636,"<p>I am trying to build a voice controlled robot where I send commands to stm32 and from it to esp8266. At the beginning I am trying to send the audio file as string encoded as flac at 8000Hz But I have two questions </p>		<ol>	<li>what is  http url that I can add to it the API key ?</li>	<li>How can reduce the memory used by micro controller especially the esp8266 ? </li>	</ol>		<p>I have got  code that sends the Json document as http. and waiting for response .</p>		<p>But that code works for geolocation API.</p>	"
