thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34648910,34648910,null,1,3,Thu Jan 07 06:46:00 EST 2016,1968973,"<p>I followed the Azure IoT tutorial at:</p>		<p><a href="https://azure.microsoft.com/en-us/documentation/articles/iot-hub-csharp-csharp-getstarted/" rel="nofollow">https://azure.microsoft.com/en-us/documentation/articles/iot-hub-csharp-csharp-getstarted/</a></p>		<p>and everything works great.</p>		<p>I now have a new requirement, which is to connect to the IoT hub from an iPhone. In the C# example, I had to download the appropriate NuGet package (Microsoft.Azure.Devices.Client) and use the <code>DeviceClient</code> class.</p>		<p>Is there a similar "package" available for iPhone development? How can an iOS device connect to the Azure IoT hub?</p>	"
34648910,34805223,34648910,2,1,Fri Jan 15 06:04:00 EST 2016,32458,"<p>There's a <a href="https://msdn.microsoft.com/en-us/library/azure/mt590785.aspx" rel="nofollow">REST API</a> for devices to exchange messages with an Azure IOT Hub.</p>	"
34648910,36414788,34648910,2,1,Mon Apr 04 23:50:00 EDT 2016,6051924,"<p>The Azure IoT Hub C# Device SDK is now cross-platform (with Xamarin), and supports iOS devices.</p>		<p>It's published as a nuget package:</p>		<p><a href="https://www.nuget.org/packages/Microsoft.Azure.Devices.Client.PCL/" rel="nofollow">https://www.nuget.org/packages/Microsoft.Azure.Devices.Client.PCL/</a></p>	"
