thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54464778,54464778,null,1,0,Thu Jan 31 16:13:00 EST 2019,10926514,"<p>I follow step by step when installing kaa single node but I have an error in  heck the logs after startup.----> cat /var/log/kaa/* | grep ERROR </p>		<p>this is the error:</p>		<pre><code>2019-01-31 14:14:34,956 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 14:14:34,961 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 14:14:37,769 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 14:14:37,773 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 14:14:37,897 [main] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Cannot create PoolableConnectionFactory (No active connection found for master : Could not connect to HostAddress{host='localhost', port=3306, type='master'}.Connection refused (Connection refused))	2019-01-31 14:14:37,910 [main] ERROR o.s.web.context.ContextLoader - Context initialization failed	2019-01-31 14:30:23,673 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 14:30:23,678 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 14:30:27,142 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 14:30:27,146 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 14:30:27,266 [main] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Cannot create PoolableConnectionFactory (No active connection found for master : Could not connect to HostAddress{host='localhost', port=3306, type='master'}.Connection refused (Connection refused))	2019-01-31 14:30:27,279 [main] ERROR o.s.web.context.ContextLoader - Context initialization failed	2019-01-31 22:34:01,662 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 22:34:01,667 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 22:34:04,979 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000319: Could not get database metadata	2019-01-31 22:34:04,983 [main] ERROR o.h.tool.hbm2ddl.SchemaUpdate - HHH000299: Could not complete schema update	2019-01-31 22:34:05,115 [main] ERROR o.h.e.jdbc.spi.SqlExceptionHelper - Cannot create PoolableConnectionFactory (No active connection found for master : Could not connect to HostAddress{host='localhost', port=3306, type='master'}.Connection refused (Connection refused))	2019-01-31 22:34:05,128 [main] ERROR o.s.web.context.ContextLoader - Context initialization failed	</code></pre>		<p>Thanks :)</p>	"
54464778,55306051,54464778,2,0,Fri Mar 22 18:48:00 EDT 2019,11013970,"<p>Have you installed and configured correctly MaridDB? Port 3306 is default port for MySQL/MariaDB connection.</p>		<p>Here correct steps:</p>		<ol>	<li>Install MariaDB (sudo apt install mariadb*)</li>	<li>mysql -u root -p</li>	<li>CREATE USER 'sqladmin'@'localhost' IDENTIFIED BY 'admin'; GRANT ALL PRIVILEGES ON <em>.</em> TO 'sqladmin'@'localhost' WITH GRANT OPTION; FLUSH PRIVILEGES;</li>	<li>CREATE DATABASE kaa	CHARACTER SET utf8	COLLATE utf8_general_ci;</li>	</ol>	"
