thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43650923,43650923,null,1,2,Thu Apr 27 07:10:00 EDT 2017,7472144,"<p>I here from some one there seems to be a software which can handle large data so that customer can filter data used to create curve graph.</p>		<p>e.g. There has data of the temperature of every minutes from a sensor, and then we want to create a curve graph of one year based on this large data. </p>		<p>Seems this software can filter data based on highest and lowest temperature(will not use all the temperature of every minutes).</p>		<p>Like the way to create curve graph of stock(data of stack is also big, but still can draw a curve graph).</p>		<p>Does anyone know such software? Both business software or open source are ok.</p>	"
