thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54151322,54151322,null,1,0,Fri Jan 11 17:25:00 EST 2019,10901766,"<p>I am trying to store a .csv file from a cloud database to a local pc but i want this work to be done automatically by a visual studio application. Help me . Thanks alot guys</p>	"
54151322,95156006,54151322,3,0,Sat Jan 12 19:24:00 EST 2019,429063,"Sounds like you need to learn how to write a suitable program or to identify an existing one you can use.  **Likely you should do a web search for relevant examples.**  This question is either too broad to belong here, or a request for help in finding off-site resources, which is a prohibited type of question."
