thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
47064552,47064552,null,1,1,Wed Nov 01 22:16:00 EDT 2017,8870822,"<p>When we run our Microsoft Connected Factory build (via build.ps1) for Microsoft Azure, we run into the error below. </p>		<blockquote>	  <p><strong>FullyQualifiedErrorId:</strong>	  "Microsoft.Azure.Commands.ResourceManager.Cmdlets.Implementation.NewAzureResourceGroupDeploymentCmdlet".</p>	</blockquote>		<p>The job was running previously, but suddenly started to fail today and there are no operational- or build-related changes of which we are aware.</p>		<p>Has anyone seen this error before?  If so, what was the resolution?</p>		<p>The public cloud world is new to me, so forgive me if any of the above terminology is incorrectly used.</p>		<p>Any help is greatly appreciated.</p>		<p>Thanks in advance!</p>		<pre><code>17:52:44 New-AzureRmResourceGroupDeployment : 5:52:44 PM - Resource Microsoft.Web/certificates 'mycertificatename' failed with 	17:52:44 message '{	17:52:44   "Code": "BadRequest",	17:52:44   "Message": "HTTP request body must not be empty.",	17:52:44   "Target": null,	17:52:44   "Details": [	17:52:44     {	17:52:44       "Message": "HTTP request body must not be empty."	17:52:44     },	17:52:44     {	17:52:44       "Code": "BadRequest"	17:52:44     },	17:52:44     {	17:52:44       "ErrorEntity": {	17:52:44         "ExtendedCode": "51016",	17:52:44         "MessageTemplate": "HTTP request body must not be empty.",	17:52:44         "Parameters": [],	17:52:44         "Code": "BadRequest",	17:52:44         "Message": "HTTP request body must not be empty."	17:52:44       }	17:52:44     }	17:52:44   ],	17:52:44   "Innererror": null	17:52:44 }'	17:52:44 At E:\Path\To\Project\build.ps1:2406 char:21	17:52:44 + ... ArmResult = New-AzureRmResourceGroupDeployment -ResourceGroupName $sc ...	17:52:44 +                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~	17:52:44     + CategoryInfo          : NotSpecified: (:) [New-AzureRmResourceGroupDeployment], Exception	17:52:44     + FullyQualifiedErrorId : Microsoft.Azure.Commands.ResourceManager.Cmdlets.Implementation.NewAzureResourceGroupDep 	17:52:44    loymentCmdlet	</code></pre>	"
47064552,81875335,47064552,3,0,Thu Nov 23 17:00:00 EST 2017,8870822,"All fixed!  There was a bug in the Connected Factory solution.  Once that was resolved, we refreshed our local repository from the Azure IoT Connected Factory Github project and now the error is no longer occurring.		Details here: https://social.msdn.microsoft.com/Forums/azure/en-US/8fc94436-7fab-45cd-a126-0e693a0e670e/http-request-body-must-not-be-empty-on-buildps1-extendedcode-51016?forum=azureiothub."
