thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
38043430,38043430,null,1,0,Sun Jun 26 21:37:00 EDT 2016,5840615,"<p>Why does the value <code>-1000</code> get returned from some Vehicle APIs as  <code>heading</code>, <code>altitude</code>, etc.?</p>		<p>For example:</p>		<p>The following parameters/values are returned after sending <code>get event information (/event)</code> from the REST API. </p>		<p>The value of <code>altitude</code> and 'heading' is <code>-1000</code>.  What does <code>-1000</code> mean?</p>		<pre><code>   {"contents":[{"event_time":.....,"e_altitude":-1000.0,.....,"heading":-1000.0,...}]}	</code></pre>	"
38043430,38046358,38043430,2,1,Mon Jun 27 05:16:00 EDT 2016,6516818,"<p>Those values mean that <code>null</code> is actually set to the field rather than <code>-1000</code>.</p>		<p>IoT for Automotive will update the APIs so that its behavior becomes more clear in the future release, like setting <code>null</code> to those fields in the response.</p>	"
