thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
47105297,47105297,null,1,2,Fri Nov 03 22:34:00 EDT 2017,4390732,"<p>I am looking at a project that is trying to connect a number of IPad type devices, so each can pass information to the other members of this group.</p>		<p>For example, given six devices, if Dev1 moves to a new position, that position information should be propagated to Dev2-6.  Similarly, if Dev2 moves, the information is passed to Dev1, Dev3-6.</p>		<p>It would seem to me that this might be doable by </p>		<ol>	<li>Having a Message Broker with a MQTT topic to which all devices subscribe.</li>	<li>Writing the information to the broker</li>	<li>Then reading, or better still, pushing the data to other devices (perhaps using shadow devices).</li>	</ol>		<p>Is this a reasonable approach?  (I don't quite see how to write to the message broker).</p>		<p>Could binary data be sent?</p>		<p>Any ideas on how it would scale?</p>	"
