thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45746264,45746264,null,1,2,Thu Aug 17 23:18:00 EDT 2017,8397104,"<p>I'm following the AWS tutorial on how to <a href="http://docs.aws.amazon.com/iot/latest/developerguide/config-and-test-rules.html" rel="nofollow noreferrer">Configure and Test Rules</a>. The only thing I'm doing differently is setting up an email rule (instead of SMS). I have successfully setup and subscribed to the SNS topic.</p>		<p>I've created a rule, and used the AWS IoT MQTT client to publish to a test topic that matched the rule. However no email is sent. How can I troubleshoot this?</p>		<p>The odd thing is I tried this same tutorial 3 days ago and it worked fine.</p>	"
45746264,78450275,45746264,3,0,Thu Aug 17 23:37:00 EDT 2017,13070,"To troubleshoot enable IoT logs and then check the log to see what the error is. Check if the IAM role assigned to the rule has access to post to the SNS topic."
