thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41940530,41940530,null,1,0,Mon Jan 30 16:13:00 EST 2017,7240468,"<p>I would like to know how to convert a cURL command into a python request.	Indeed, I am using this cURL command : </p>		<blockquote>	  <p>curl -i -XPOST '<a href="http://localhost:8086/write?db=mydb" rel="nofollow noreferrer">http://localhost:8086/write?db=mydb</a>' --data-binary	  'air_quality,host=raspberrypi value=200'</p>	</blockquote>		<p>So, it allows to write the value 200 in the database mydb. But I would like to put this command in a python script. Then, it's not possible to do it, I got a format error.</p>		<p>I think it is possible to do it with python but I don't know how exactly. First, I have to import that :</p>		<blockquote>	  <p>import requests</p>	</blockquote>		<p>Then the command should be like that : </p>		<blockquote>	  <p>requests.post("htp://localhost:8086/write?db=mydb	  air_quality,host=raspberrypi value="+str(sensor_value))</p>	</blockquote>		<p>My question is : how to write correctly the previous line for the python request ? 	This a screenshot of my error : 	<a href="https://i.stack.imgur.com/QPtDr.png" rel="nofollow noreferrer">Troubleshooting</a></p>	"
41940530,41960342,41940530,2,0,Tue Jan 31 14:42:00 EST 2017,7240468,"<p>@Jack I found the answer, the right command is : </p>		<pre><code> payload='air_quality,host=raspberrypi value=100'	 requests.post(url="http://localhost:8086/write?db=mydb", data=payload)	</code></pre>		<p>I checked in the influxdb database mydb and this is working, meanwhile I would like to get back the values from a sensor, the value is written in the variable sensor_value. How to get it ? I tried this :</p>		<pre><code>payload='air_quality,host=raspberrypi value=sensor_value'	</code></pre>		<p>And I got this error : <code>{"error":"unable to parse 'air_quality,host=raspberrypi value=sensor_value': invalid boolean"}</code></p>	"
