thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
38119062,38119062,null,1,0,Thu Jun 30 09:29:00 EDT 2016,850713,"<p>Working on a IoT telemetry project that receives humidity and weather pollution data from different sites on the field. I will then apply Machine Learning on the collected data. I'm using Event Hubs and Stream Analytics. Is there a way of pulling the data to Azure Machine Learning without the hassle of writing an application to get it from Stream Analytics and push to AML web service?</p>	"
38119062,38119209,38119062,2,2,Thu Jun 30 09:35:00 EDT 2016,668403,"<p>Yes,</p>		<p>This is actually quite easy as it is well supported by ASA.	You can call custom AzureML function from your ASA query when you create this function from the portal.</p>		<p>See the following <a href="https://azure.microsoft.com/nl-nl/documentation/articles/stream-analytics-machine-learning-integration-tutorial/" rel="nofollow">tutorial</a> on how to achieve something like this.</p>	"
38119062,38121201,38119062,2,3,Thu Jun 30 11:00:00 EDT 2016,694697,"<p>Stream Analytics has a functionality called the “<a href="https://blogs.technet.microsoft.com/machinelearning/2015/12/10/azure-ml-now-available-as-a-function-in-azure-stream-analytics/" rel="nofollow">Functions</a>�?. You can call any web service you’ve published using AML from within Stream Analytics and apply it within your Stream Analytics query. Check this <a href="https://azure.microsoft.com/en-us/documentation/articles/stream-analytics-machine-learning-integration-tutorial/" rel="nofollow">link for a tutorial</a>.	Example workflow in your case would be like the following;</p>		<ul>	<li>Telemetry arrives and reaches Stream Analytics</li>	<li>Streaming Analytics (SA) calls the Machine Learning function to apply it on the data</li>	<li>SA redirects it to the output accordingly, here you can use the PowerBI to create a predictions dashboards.</li>	</ul>		<p>Another way would be using R, and here’s a good tutorial showing that <a href="https://blogs.technet.microsoft.com/machinelearning/2015/12/10/azure-ml-now-available-as-a-function-in-azure-stream-analytics/" rel="nofollow">https://blogs.technet.microsoft.com/machinelearning/2015/12/10/azure-ml-now-available-as-a-function-in-azure-stream-analytics/</a> . 	It is more work of course but can give you more control as you control the code.</p>	"
