thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54761275,54761275,null,1,1,Tue Feb 19 07:59:00 EST 2019,10884146,"<p>Hi we have just started using time series insight .We need to list specified  list of values of properties under particular Time series id    .As per the documentation in azure we were  using the following API   in post method to achieve  this .</p>		<blockquote>	  <p><a href="https://XXXXX_EnvironmentFqdn_XXXXX.env.timeseries.azure.com/timeseries/query?api-version=2018-11-01-preview" rel="nofollow noreferrer">https://XXXXX_EnvironmentFqdn_XXXXX.env.timeseries.azure.com/timeseries/query?api-version=2018-11-01-preview</a></p>	</blockquote>		<p>When posting the following request body to the API </p>		<pre><code>        {	          "getEvents":{	             "timeSeriesId": ["UniqueId"],	            "searchSpan": {	               "from": "2019-02-17T00:00:00Z",	              "to": "2019-02-18T00:16:50Z"	              },	             "projectedProperties": ["DesiredProp"]	          }	        }	</code></pre>		<p>it returns  a 400 Bad Request with  following error message.</p>		<pre><code>   {	    "error": {	    "code": "InvalidInput",	    "message": "Error converting value \"DesiredProp\" to type	    'Microsoft.Rdx.Client.Events.Property'. Path 	   'getEvents.projectedProperties[0]', line 9, position 45.\r\n---&gt; Could 	    not        cast or convert from System.String to 	    Microsoft.Rdx.Client.Events.Property.\r\n"	      }	     }	</code></pre>		<p>on removing the projectedProperties property from  response body  API works fine,but it will return all the properties of the time series .</p>		<p>any help will me much appreciated and thanks in advance .</p>	"
