thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
51066016,51066016,null,1,0,Wed Jun 27 15:00:00 EDT 2018,9088003,"<p>I want to do small POC or project on HANA Streaming Analytics.</p>		<p>Can anyone please suggest me where I can get sample data to proceed or begin with?</p>		<p>Regards ,</p>		<p>Vinaya</p>	"
51066016,51066432,51066016,2,0,Wed Jun 27 15:22:00 EDT 2018,2354702,"<p>If any kind of data is fine, you can generate your own Sales Orders with transaction SEPM_DG.</p>		<p>On the <em>Basic Settings</em> tab:</p>		<ul>	<li>Mark <em>Recreate</em></li>	<li>Set <em>Sales Orders</em> to 20 million (or whatever you need)</li>	</ul>		<p><a href="https://i.stack.imgur.com/lHbr1.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/lHbr1.png" alt="basic settings"></a></p>		<p>On the <em>Sales Orders</em> tab:</p>		<ul>	<li>Mark <em>Selected Date Interval</em></li>	<li>Set the dates, otherwise everything wil have today's date</li>	</ul>		<p>Execute in the background.</p>	"
51066016,89146283,51066432,3,0,Thu Jun 28 09:04:00 EDT 2018,9088003,"this is fine.But Can u please tell me any other source ?"
