thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56437757,56437757,null,1,0,Tue Jun 04 05:21:00 EDT 2019,11539794,"<p>Since Core IoT doesn't support persistent connections, is there a way to know form the client side if the subscription is still alive? I have a scenario with very unstable Internet connection and it's a pain to keep check internet every time.</p>		<p>The way I'm doing, with some failures, is to subscribe every time a new connection is established (on_connect). This works most of the times, but it's not 100% working.	Any idea or suggestion?	If I subscribe multiple times (let's say, every 5m send a subscribe), does that create problems? I know it's not fancy, but at least I got connectivity assurance back.</p>	"
