thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46213230,46213230,null,1,0,Thu Sep 14 07:39:00 EDT 2017,8607462,"<p>I Installed IoT Server 3.1.0 and I launched the change-ip.sh script to change the hostname (iot.wso2.com) and create a new wildcard certificate <code>*.wso2.com</code>.</p>		<p>Carbon access in IoT-Core (hostname "iot.wso2.com") and IoT-Analytics (hostname "iot-das.wso2.com") is OK, but when I try to access the IoT Broker Carbon Interface (hostname iot-mb.wso2.com) I have:</p>		<blockquote>	  <p>Error 403 - Forbidden</p>	</blockquote>		<p>No error messages on <code>wso2carbon.log</code>, also with all DEBUG switch on.</p>	"
46213230,46214223,46213230,2,0,Thu Sep 14 08:33:00 EDT 2017,8465139,"<p>We have blocked the carbon console access for message broker intentionally as it has no use. But we are in the process of creating UI to view and access the MQTT messages and statistics. But that is not yet completed and will be available on next release version.</p>		<p><a href="http://wso2-oxygen-tank.10903.n7.nabble.com/IoTS-MB-Backend-APIs-for-MQTT-related-informations-and-MQTT-management-UI-td145972.html" rel="nofollow noreferrer">http://wso2-oxygen-tank.10903.n7.nabble.com/IoTS-MB-Backend-APIs-for-MQTT-related-informations-and-MQTT-management-UI-td145972.html</a></p>		<p>Carbon console access is only available with IoT core and Analytics server. But not with message broker.</p>	"
