thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
52968774,52968774,null,1,0,Wed Oct 24 12:15:00 EDT 2018,10551891,"<p>I'm currently working on IoT using Kura.	A simple guide with example of using eclipse kura along with raspberry pi will also be helpful</p>	"
52968774,52970492,52968774,2,1,Wed Oct 24 13:38:00 EDT 2018,5029050,"<p>I would recommend first reviewing the <a href="http://eclipse.github.io/kura/" rel="nofollow noreferrer">Eclipse Kura documentation</a>. There are many examples in there, including an <a href="http://eclipse.github.io/kura/devices/1-gpio-driver.html" rel="nofollow noreferrer">example for driving an LED</a>.</p>		<p>--Dave</p>	"
52968774,93299247,52970492,3,0,Thu Nov 08 10:13:00 EST 2018,10551891,"Thanks We were successful on implementing simple kura pgm, but the documentation is not for beginners (couldn't find any other though), few steps are missing and some are repeating making it confusing to make 1st kura program."
