thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
43344985,43344985,null,1,1,Tue Apr 11 11:44:00 EDT 2017,7494476,"<p>I am trying to create a datastream using SensorUp with the phenomenon as shown in line 13 of the attached image, the response to the datastream does not contain the phenomenonTime:</p>		<p><a href="https://i.stack.imgur.com/Z9ug3.jpg" rel="nofollow noreferrer">Datastream creation with PhenomenonTime</a></p>		<p>Can someone advise how I can create the Datastream entity with the phenomenonTime? My understanding is that if the phenomenonTime is not provided, the standard picks up the time when the Datastream was created. However while querying for the Datastream, the phenomenonTime is not included in the response. </p>	"
43344985,43349913,43344985,2,0,Tue Apr 11 15:15:00 EDT 2017,676402,"<p>Datastream - PhenomenonTime is defined as: "The temporal interval of the phenomenon times of all observations belonging to this Datastream" </p>		<p>Last time I checked the Datastream - PhenomenonTime was not working on the SensorUp site.</p>		<p>At the moment we are working on an opensource SensorThings implementation GOST (<a href="https://github.com/Geodan/gost" rel="nofollow noreferrer">https://github.com/Geodan/gost</a>), support for Datastream - PhenomenonTime (and ResultTime) should be in next release 0.5</p>	"
