thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56114690,56114690,null,1,0,Mon May 13 14:42:00 EDT 2019,6569868,"<p>Can somebody provide me an example code for block-wise/ big data transfer using CoApthon (python library for CoAp)? Thanks!	-Anesh</p>	"
