thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44493335,44493335,null,1,1,Mon Jun 12 07:10:00 EDT 2017,8147278,"<p>I am following the tutorial - <a href="https://www.rabbitmq.com/tutorials/tutorial-one-dotnet.html" rel="nofollow noreferrer">https://www.rabbitmq.com/tutorials/tutorial-one-dotnet.html</a></p>		<p>It gives the code for device as</p>		<pre><code>using System;	using RabbitMQ.Client;	using System.Text;		class Send	{	     public static void Main()	    {    	        var factory = new ConnectionFactory() { HostName = "localhost" };	        using(var connection = factory.CreateConnection())	        using(var channel = connection.CreateModel())	        {	            channel.QueueDeclare(queue: "hello",	                                 durable: false,	                                 exclusive: false,	                                 autoDelete: false,	                                 arguments: null);		            string message = "Hello World!";	            var body = Encoding.UTF8.GetBytes(message);		            channel.BasicPublish(exchange: "",	                                 routingKey: "hello",	                                 basicProperties: null,	                                 body: body);	            Console.WriteLine(" [x] Sent {0}", message);	        }		        Console.WriteLine(" Press [enter] to exit.");	        Console.ReadLine();	        }	    }	</code></pre>		<p>And the Receiver as </p>		<pre><code>using RabbitMQ.Client;	using RabbitMQ.Client.Events;	using System;	using System.Text;		class Receive	 {	     public static void Main()	     {	        var factory = new ConnectionFactory() { HostName = "localhost" };	        using(var connection = factory.CreateConnection())	        using(var channel = connection.CreateModel())	        {	            channel.QueueDeclare(queue: "hello",	                                 durable: false,	                                 exclusive: false,	                                 autoDelete: false,	                                 arguments: null);		            var consumer = new EventingBasicConsumer(channel);	            consumer.Received += (model, ea) =&gt;	            {	                var body = ea.Body;	                var message = Encoding.UTF8.GetString(body);	                Console.WriteLine(" [x] Received {0}", message);	            };	            channel.BasicConsume(queue: "hello",	                                 noAck: true,	                                 consumer: consumer);		            Console.WriteLine(" Press [enter] to exit.");	            Console.ReadLine();	        }  	    }	}	</code></pre>		<p>This sends the message from one terminal on my pc to the other terminal.	But I want to send and store the messages to my SQL server. What all things I have to do for that.	P.S. I am not much of a developer so you have to elaborate your answer</p>	"
