thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
49511641,49511641,null,1,0,Tue Mar 27 11:24:00 EDT 2018,2169692,"<p>I'm trying to list out all the services of Watson IoT Platform, as deployed against a given Organisation and Space.</p>		<p>Say, for example, I have 3 different Watson IoT Platform services deployed and now, when I use	"bx service list"	It lists all services, including Watson IoT Platform services.	Now, if I know the name of my Watson IoT Platform service, then I can type in	"bx service show iotf-service"</p>		<p>Are you aware of BX SERVICE command or an equivalent REST API that I can leverage, to obtain the needed output?</p>	"
49511641,49554500,49511641,2,0,Thu Mar 29 11:06:00 EDT 2018,6240537,"<p>there isn't a bx service command to show you only the desired services, but (assuming that you are on windows) you can use:</p>		<p>bx service list | find "iotf-service"</p>		<p>this will grab only the "iotf-service"</p>	"
