thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
42135095,42135095,null,1,2,Thu Feb 09 11:09:00 EST 2017,6316385,"<p>I want to know how it is possible to specify on which output a function node can return a message (msg).</p>		<p>For example:</p>		<pre><code>if( msg.eui == "00:11:22:33:44:55:66:88"){	    output1(msg); //return on the output 1 only	}	if( msg.eui == "00:11:22:33:44:55:66:99"){	    output2(msg); //return on the output 2 only	}	</code></pre>		<p>What needs to be changed?</p>	"
42135095,42135400,42135095,2,4,Thu Feb 09 11:23:00 EST 2017,4923755,"<p>That can be done. Node-Red uses an <a href="https://nodered.org/docs/writing-functions#multiple-outputs" rel="nofollow noreferrer">array of messages to address the different output ports</a>. </p>		<pre><code>if( msg.eui == "00:11:22:33:44:55:66:88"){	    return [msg, null]; //return on the output 1 only	}	if( msg.eui == "00:11:22:33:44:55:66:99"){	    return [null, msg]; //return on the output 2 only	}	</code></pre>		<p>The output that should not receive the message is set to null, the other to the return message.</p>	"
