thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54548229,54548229,null,1,0,Wed Feb 06 07:02:00 EST 2019,10074765,"<p>I have a service that returns an info table with two columns: code and emirate. But for some reason, I don't want to give a data shape in the service returned data shape field, so I gave it in the code, the problem is that I can't display the returned info table in a grid, please advice me to solve this problem.</p>		<pre><code>var params = {infoTableName: "myinfoTable"};			var result = Resources["InfoTableFunctions"].CreateInfoTable(params);		result.AddField({ name: "code", baseType: "STRING" });	result.AddField({name: "emirate", baseType: "STRING" });			var newEntry = new Object();	newEntry.emirate = "Abu Dhabi";	newEntry.code = "AUH";	result.AddRow(newEntry);		var newEntry = new Object();	newEntry.emirate = "Ajman";	newEntry.code = "AJM";	result.AddRow(newEntry);	</code></pre>	"
54548229,54548504,54548229,2,0,Wed Feb 06 07:24:00 EST 2019,10074765,"<p>this code is working now, I had a problem in the mashup connection</p>	"
