thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34049450,34049450,null,1,2,Wed Dec 02 17:42:00 EST 2015,5631581,"<p>I just bought a Raspberry Pi2 and installed Windows IoT. I wanted to display a simple RTSP stream on a MediaElement but it seems that it's not supported. Anyone has a clue on how to make it work?</p>	"
34049450,66702006,34049450,3,0,Mon Sep 26 11:46:00 EDT 2016,560006,"same problem here.... :/"
