thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
50902073,50902073,null,1,0,Mon Jun 18 02:37:00 EDT 2018,9954621,"<p>I referenced the [Configure a Raspberry Pi and connect it to Watson IoT Platform]</p>		<p>In that, I am using Node-RED of Raspberry Pi 3 and send the data to IBM Cloud.</p>		<p>I use the Function Node for transform to Watson IoT Format,	So, I write the code in function node.</p>		<pre><code>msg.payload={'d':{'temp':msg.payload.replace("temp=","").replace("'C\n","")}}	</code></pre>		<p>However, it has the result that represent <code>{d:obeject}</code>	I want to represent <code>{"d":{"temp":"45.5"}}</code></p>		<p>Did I miss something?</p>		<p>I attached image file.</p>		<p><a href="https://i.stack.imgur.com/Mw1pL.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/Mw1pL.png" alt="enter image description here"></a></p>	"
50902073,50905016,50902073,2,2,Mon Jun 18 08:00:00 EDT 2018,2117239,"<p>The Debug sidebar shows a structured, interactive, view of the message.</p>		<p>If you click on the <code>{d: object }</code> line it will expand to reveal its structure.</p>	"
50902073,88810764,50905016,3,0,Mon Jun 18 08:35:00 EDT 2018,9954621,"Thanks for your kindly reply, I solved it."
