thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46920362,46920362,null,1,2,Tue Oct 24 21:30:00 EDT 2017,8112008,"<p>I currently have a sensor sending data to AWS but I'm having issues figuring out the current status. For example, the sensor sends it's most recent status and I would like to view its status via http/s. Im currently trying to via my devices current status via </p>		<p>https://<strong>endpoint</strong>/things/<strong>thingName</strong>/shadow</p>		<p>or</p>		<p><a href="https://something.iot.region.amazonaws.com/things/MyDevice/shadow" rel="nofollow noreferrer">https://something.iot.region.amazonaws.com/things/MyDevice/shadow</a></p>		<p>The only response I get back is the following.</p>		<pre><code>{"message":"Custom Authorizers are not allowed for this	API","traceId":"123432-2343-23423-2343-12132432"}	</code></pre>		<p>I know that there's some form of authentication but I cannot seem to find any example on how to call these endpoints.</p>	"
46920362,46920604,46920362,2,2,Tue Oct 24 21:49:00 EDT 2017,13070,"<p>Read the <em>Authorization</em> section <a href="http://docs.aws.amazon.com/iot/latest/developerguide/API_GetThingShadow.html" rel="nofollow noreferrer">here</a>.</p>		<blockquote>	  <p>The Thing Shadows service accepts two forms of authentication:	  Signature Version 4 with IAM credentials or TLS mutual authentication	  with a client certificate.</p>	</blockquote>		<p>It might be easier for you to <a href="https://boto3.readthedocs.io/en/latest/reference/services/iot-data.html#IoTDataPlane.Client.get_thing_shadow" rel="nofollow noreferrer">use the AWS SDK to retrieve the thing shadow</a>.</p>	"
