thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45412328,45412328,null,1,2,Mon Jul 31 09:40:00 EDT 2017,7248311,"<p>I got an error when I using the AWS IoT Embedded C SDK to run on Raspberry Pi 3, It will be appreciate if someone can help.. thanks! </p>		<h3>below the info. in my aws_iot_config.h <br/></h3>		<pre><code>define AWS_IOT_MQTT_HOST            "a3osulxxxxxxxx.iot.us-east-1.amazonaws.com"	define AWS_IOT_MQTT_PORT            8883  	define AWS_IOT_MQTT_CLIENT_ID       "CsPi6" &lt;br/&gt;	define AWS_IOT_MY_THING_NAME        "CsPi6"  	define AWS_IOT_ROOT_CA_FILENAME     "root-CA.pem"  	define AWS_IOT_CERTIFICATE_FILENAME     "certificate.pem.crt"  	define AWS_IOT_PRIVATE_KEY_FILENAME  "private.pem.key" 	</code></pre>		<h3>below the output : <br/></h3>		<pre><code>Connecting... 	ERROR: iot_tls_connect L#143  TCP Connection error 	ERROR: main L#173 Error(-3) connecting to a3osulxxxxxxxx.iot.us-east-1.amazonaws.com:8883 	Subscribing... 	ERROR: main L#195 Error subscribing 	ERROR: main L#235 An error occurred in the loop. 	</code></pre>		<p>Beside, I tried to ping the endpoint "a3osulxxxxxxxx.iot.us-east-1.amazonaws.com" by using Rpi, it failed. But it success if I use the Mac terminal to ping.<br/></p>		<pre><code>pi@raspberrypi:~ $ ping a3osulxxxxxxxx.iot.us-east-1.amazonaws.com&lt;br/&gt;	ping: unknown host a3osulxxxxxxxx.iot.us-east-1.amazonaws.com&lt;br/&gt; 	</code></pre>	"
