thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
36414439,36414439,null,1,0,Mon Apr 04 23:06:00 EDT 2016,2842827,"<p>I'm trying to make my first Universal Windows app for Windows IOT Core.  I'm reusing some code that I had previously used on a regular Windows WPF app (I guess they call it "classic desktop").  Trying to use a dockpanel, I get the error:</p>		<blockquote>	  <p>Unknown type 'DockPanel' in XML namespace '<a href="http://schemas.microsoft.com/winfx/2006/xaml/presentation" rel="nofollow">http://schemas.microsoft.com/winfx/2006/xaml/presentation</a>'</p>	</blockquote>		<p>Searching online for "unknown type "dockpanel: in xml namespace +iot" returns zero results.  In general I haven't had much success at finding sample UW/IOT core applications out there to learn from.</p>		<p>Is this not available in Universal Windows?  Or am I missing some prerequisite?</p>		<p>Here's the code:</p>		<pre><code>    &lt;Grid Margin="5" DataContext="{Binding ElementName=me}"&gt;	    &lt;Rectangle x:Name="backgroundRect" Fill="LightGray" Stroke="DarkGray" StrokeThickness="2" RadiusX="5" RadiusY="5" /&gt;	    &lt;DockPanel LastChildFill="True" Margin="5"&gt;	</code></pre>	"
36414439,36414586,36414439,2,1,Mon Apr 04 23:24:00 EDT 2016,324260,"<p>DockPanel is only avaiable in WPF. See this <a href="https://social.msdn.microsoft.com/Forums/en-US/8c04de4e-ebeb-4900-a7c1-62d85818debc/dockpanel-replacement?forum=winappswithcsharp" rel="nofollow">link</a>.</p>		<p>Depends on the layout you want to achieve, but you can use a Grid as a replacement:</p>		<pre><code>  &lt;Grid&gt;	    &lt;Grid.ColumnDefinitions&gt;	      &lt;ColumnDefinition Width="Auto" /&gt;		      &lt;!-- Fill up remaining space --&gt;	      &lt;ColumnDefinition Width="*" /&gt; 	    &lt;/Grid.ColumnDefinitions&gt;		    &lt;TextBlock Grid.Column="0" Text="Stuff" /&gt;	    &lt;ContentControl Grid.Column="1" /&gt;	  &lt;/Grid&gt;	</code></pre>	"
36414439,60465277,36414586,3,0,Tue Apr 05 11:49:00 EDT 2016,2842827,"I wonder if there's a comprehensive list of what's missing from WPF in universal windows?"
