thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53045530,53045530,null,1,0,Mon Oct 29 12:29:00 EDT 2018,8493816,"<p>I recently installed the mqtt logstash plugin.</p>		<p>I am just using it like this on my localhost. I have a mosquito server running and i can publish topics and messages and i can subscribe to them and see the messages.</p>		<p>But when i want to get these messages as input in logstash something is going wrong.	I am just using the filter like this (the default values are all ok).</p>		<pre><code>input {	    mqtt {      	     topic =&gt; "Temp"                	}	</code></pre>		<p>But i am getting this error message every time i publish a message to the topic Temp.</p>		<pre><code>    2018-10-29T13:22:37,248][ERROR][logstash.pipeline        ] A plugin had an unrecoverable error. Will restart this plugin.	  Pipeline_id:test	  Plugin: &lt;LogStash::Inputs::Mqtt topic=&gt;"Temp", id=&gt;"2e42558ecbc14af5b8d3bbf6243a987cd9accfa6ba94d9802a86bed16bf90958",	  enable_metric=&gt;true, codec=&gt;&lt;LogStash::Codecs::Plain id=&gt;"plain_1442bf51-53fb-43d1-a09c-48b29c870f66",	  enable_metric=&gt;true, charset=&gt;"UTF-8"&gt;, mqttHost=&gt;"localhost", port=&gt;1883, ssl=&gt;false, client_id=&gt;"logstash-mqtt-inputd42q", clean_session=&gt;true, qos=&gt;0&gt;	  Error: Direct event field references (i.e. event['field']) have been disabled in favor of using event get and set methods (e.g. event.get('field')).	  Please consult the Logstash 5.0 breaking changes documentation for more details.	  Exception: NoMethodError	  Stack: C:/logstash/logstash-6.4.2/logstash-core/lib/logstash/event.rb:43:in `method_missing'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/logstash-input-mqtt-0.0.2/lib/logstash/inputs/mqtt.rb:63:in `block in run'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/logstash-codec-plain-3.0.6/lib/logstash/codecs/plain.rb:35:in `decode'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/logstash-input-mqtt-0.0.2/lib/logstash/inputs/mqtt.rb:62:in `block in run'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/mqtt-0.5.0/lib/mqtt/client.rb:405:in `block in get'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/mqtt-0.5.0/lib/mqtt/client.rb:437:in `block in get_packet'	org/jruby/RubyKernel.java:1292:in `loop'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/mqtt-0.5.0/lib/mqtt/client.rb:435:in `get_packet'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/mqtt-0.5.0/lib/mqtt/client.rb:404:in `get'	C:/logstash/logstash-6.4.2/vendor/bundle/jruby/2.3.0/gems/logstash-input-mqtt-0.0.2/lib/logstash/inputs/mqtt.rb:61:in `run'	C:/logstash/logstash-6.4.2/logstash-core/lib/logstash/pipeline.rb:409:in `inputworker'	C:/logstash/logstash-6.4.2/logstash-core/lib/logstash/pipeline.rb:403:in `block in start_input'	</code></pre>	"
53045530,53047012,53045530,2,0,Mon Oct 29 13:53:00 EDT 2018,504554,"<p>The following section of the log seems to imply that the plugin is targeting a version before Logstash 5.0</p>		<pre><code>Error: Direct event field references (i.e. event['field']) have been disabled in favor of using event get and set methods (e.g. event.get('field')).	  Please consult the Logstash 5.0 breaking changes documentation for more details.	  Exception: NoMethodError	</code></pre>		<p>It would appear that Logstash changed it's API at v5.0 and is no longer compatible with the plugin.</p>	"
53045530,53060054,53045530,2,0,Tue Oct 30 08:21:00 EDT 2018,8493816,"<p>I had installed the wrong plugin, you should use logstash-input-paho-mqtt.</p>		<p>This was my new input,</p>		<pre><code>input { 	   mqtt {	   host =&gt; "localhost"	   port =&gt; 1883	   topic =&gt; "Temp"	   qos =&gt; 2	   }	}	</code></pre>	"
