thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
42419748,42419748,null,1,2,Thu Feb 23 15:21:00 EST 2017,703161,"<p>Following this <a href="https://hexdocs.pm/nerves/user-interfaces.html#phoenix-web-interfaces" rel="nofollow noreferrer">Nerves Tutorial</a> to setup a <a href="/questions/tagged/phoenix-framework" class="post-tag" title="show questions tagged &#39;phoenix-framework&#39;" rel="tag">phoenix-framework</a>, I get this error at the end of the tutorial when trying to run the server.</p>		<pre><code>cjsMBP15:ui cj$ mix phoenix.server	==&gt; fs (compile)	Compiling c_src/mac/cli.c	In file included from c_src/mac/cli.c:2:	In file included from c_src/mac/cli.h:4:	c_src/mac/common.h:5:10: fatal error: 'CoreServices/CoreServices.h' file not found	#include &lt;CoreServices/CoreServices.h&gt;	         ^	1 error generated.	ERROR: compile failed while processing /Users/cj/elixir_projects/nervous_espresso/deps/fs: rebar_abort	** (Mix) Could not compile dependency :fs, "/Users/cj/.mix/rebar compile skip_deps=true deps_dir="/Users/cj/elixir_projects/nervous_espresso/_build/dev/lib"" command failed. You can recompile this depe	ndency with "mix deps.compile fs", update it with "mix deps.update fs" or clean it with "mix deps.clean fs"	cjsMBP15:ui cj$	</code></pre>		<p>I have recompiled, cleaned, updated <a href="https://hex.pm/packages/fs" rel="nofollow noreferrer">fs</a> library, but cannot seem to get it to run. What am I missing or what should I be trying?</p>		<p>(Please note <a href="/questions/tagged/iot" class="post-tag" title="show questions tagged &#39;iot&#39;" rel="tag">iot</a> is because there is no Nerves tag)</p>	"
42419748,42429867,42419748,2,1,Fri Feb 24 02:45:00 EST 2017,498994,"<p>It looks like what you are experiencing is an issue compiling <code>:fs</code> for Mac os. You can try updating your <code>brew</code> and ensuring that you have xcode installed.</p>	"
42419748,42603170,42419748,2,0,Sun Mar 05 00:51:00 EST 2017,703161,"<p>Removing <code>{:phoenix_live_reload, "~&gt; 1.0", only: :dev},</code> from <code>mix.exs</code> in the phoenix UI project solved the error. It looks like there is a breaking compatibility error that is referenced <a href="https://elixirforum.com/t/phoenix-basic-setup-error/3189/15" rel="nofollow noreferrer">https://elixirforum.com/t/phoenix-basic-setup-error/3189/15</a></p>		<p>Also, the <code>code_reloader</code> needs to be turned to <code>false</code> in <code>dev.exs</code></p>		<pre><code>config :ui, Ui.Endpoint,	  http: [port: 4000],	  debug_errors: true,	  code_reloader: false,	  check_origin: false,	  watchers: []	</code></pre>	"
