thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
36123792,36123792,null,1,0,Mon Mar 21 05:31:00 EDT 2016,5989627,"<p>We have a libelium smart city kit, with which we have configured  ambient sensor module and are able to connect the sensors (Waspmote) to the gateway (Meshlium) Meshlium  is able receive the data from the sensors.</p>		<p>We have followed the recipes for Libelium: 	<a href="https://developer.ibm.com/recipes/tutorials/bluemix-configuration-guide-for-meshlium/" rel="nofollow">https://developer.ibm.com/recipes/tutorials/bluemix-configuration-guide-for-meshlium/</a></p>		<p>We set-up the API keys in bluemix and configured meshlium to connect bluemix, but blumix is not receiving the data yet.</p>		<p>We are also able to ping to Bluemix from meshlium.</p>		<p>Need some help on where we are going wrong and is there any additional set-up required both at Bluemix end and meshlium end.</p>	"
36123792,59892869,36123792,3,0,Mon Mar 21 09:10:00 EDT 2016,5989627,"We did no coding. As per my post, which has the url for the recipe there was no requirement to do the coding. Are we missing anything here"
36123792,59893189,36123792,3,0,Mon Mar 21 09:19:00 EDT 2016,4923755,"Is the synchronization started on your device? What does the Bluemix dashboard show regarding your device?"
36123792,59895430,36123792,3,0,Mon Mar 21 10:16:00 EDT 2016,5989627,"Yes syn started. How to upload images? I can share you the screen captures"
36123792,59895650,36123792,3,0,Mon Mar 21 10:22:00 EDT 2016,5989627,"Dashboard page is blank"
36123792,60033298,36123792,3,0,Thu Mar 24 12:18:00 EDT 2016,5989627,"Were you able to check the logs? Any update please?"
36123792,59887263,36123792,3,1,Mon Mar 21 05:33:00 EDT 2016,1692706,"If you don't add your code, we won't be able to tell where you are going wrong."
36123792,59902560,36123792,3,0,Mon Mar 21 13:13:00 EDT 2016,5989627,"Org ID is :    9b8qrn"
36123792,60388874,36123792,3,0,Sun Apr 03 13:31:00 EDT 2016,5989627,"Found an alternate route,  i.e.  Libellium has a plugin :MQTT Solutions. Using this plugin I can push the sensor data to a MQTT broker. We have created an IoTF service on ibm bluemix and have added this broker as the recipient of the data. We get connection time out. Can you help us to troubleshoot this issue?"
36123792,59898876,36123792,3,0,Mon Mar 21 11:44:00 EDT 2016,4454969,"Can you provide your unique 6 character org so we can check logs to see if it shows any errors for your connections?"
36123792,61083543,36123792,3,0,Wed Apr 20 17:56:00 EDT 2016,4454969,"@SabrishSurender  sorry for the delayed reply.  Are you still having the problem?  Looking in the logs today I see valid connections for your org.  Please tag me with @ sign if you reply so I will get a notification."
